ECO_ID,ECO_NAME,BIOME_NUM,BIOME_NAME,REALM,ECO_BIOME_,NNH,NNH_NAME
117,Adelie Land tundra,11,Tundra,Antarctica,AN11,1,Half Protected
135,Admiralty Islands lowland rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,2,Nature Could Reach Half Protected
785,Aegean and Western Turkey sclerophyllous and mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,4,Nature Imperiled
807,Afghan Mountains semi-desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,4,Nature Imperiled
404,Ahklun and Kilbuck Upland Tundra,11,Tundra,Nearctic,NE11,1,Half Protected
722,Al-Hajar foothill xeric woodlands and shrublands,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,PA08,3,Nature Could Recover
723,Al-Hajar montane woodlands and shrublands,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,PA08,3,Nature Could Recover
721,Alai-Western Tian Shan steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,PA08,4,Nature Imperiled
808,Alashan Plateau semi-desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,2,Nature Could Reach Half Protected
405,Alaska-St. Elias Range tundra,11,Tundra,Nearctic,NE11,2,Nature Could Reach Half Protected
369,Alaska Peninsula montane taiga,6,Boreal Forests/Taiga,Nearctic,NE06,1,Half Protected
88,Albany thickets,12,"Mediterranean Forests, Woodlands & Scrub",Afrotropic,AF12,3,Nature Could Recover
345,Alberta-British Columbia foothills forests,5,Temperate Conifer Forests,Nearctic,NE05,2,Nature Could Reach Half Protected
1,Albertine Rift montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,AF01,4,Nature Imperiled
91,Aldabra Island xeric scrub,13,Deserts & Xeric Shrublands,Afrotropic,AF13,1,Half Protected
406,Aleutian Islands tundra,11,Tundra,Nearctic,NE11,1,Half Protected
328,Allegheny Highlands forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,Nature Could Reach Half Protected
689,Alps conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,PA05,2,Nature Could Reach Half Protected
749,Altai alpine meadow and tundra,10,Montane Grasslands & Shrublands,Palearctic,PA10,2,Nature Could Reach Half Protected
690,Altai montane forest and forest steppe,5,Temperate Conifer Forests,Palearctic,PA05,3,Nature Could Recover
724,Altai steppe and semi-desert,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,PA08,3,Nature Could Recover
439,Alto Paraná Atlantic forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,4,Nature Imperiled
611,Amazon-Orinoco-Southern Caribbean mangroves,14,Mangroves,Neotropic,NO14,1,Half Protected
67,Amsterdam-Saint Paul Islands temperate grasslands,8,"Temperate Grasslands, Savannas & Shrublands",Afrotropic,AF08,4,Nature Imperiled
741,Amur meadow steppe,9,Flooded Grasslands & Savannas,Palearctic,PA09,3,Nature Could Recover
786,Anatolian conifer and deciduous mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,4,Nature Imperiled
218,Andaman Islands rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
77,Angolan montane forest-grassland,10,Montane Grasslands & Shrublands,Afrotropic,AF10,4,Nature Imperiled
34,Angolan mopane woodlands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,2,Nature Could Reach Half Protected
35,Angolan scarp savanna and woodlands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,Nature Imperiled
36,Angolan wet miombo woodlands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,Nature Imperiled
196,Antipodes Subantarctic Islands tundra,11,Tundra,Australasia,AU11,4,Nature Imperiled
331,Appalachian-Blue Ridge forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,Nature Could Reach Half Protected
329,Appalachian mixed mesophytic forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,Nature Could Reach Half Protected
330,Appalachian Piedmont forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,3,Nature Could Recover
644,Appenine deciduous montane forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,Nature Could Reach Half Protected
520,Apure-Villavicencio dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,3,Nature Could Recover
810,Arabian sand desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,2,Nature Could Reach Half Protected
440,Araucaria moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,3,Nature Could Recover
597,Araya and Paria xeric scrub,13,Deserts & Xeric Shrublands,Neotropic,NO13,4,Nature Imperiled
407,Arctic coastal tundra,11,Tundra,Nearctic,NE11,2,Nature Could Reach Half Protected
778,Russian Arctic desert,11,Tundra,Palearctic,PA11,2,Nature Could Reach Half Protected
408,Arctic foothills tundra,11,Tundra,Nearctic,NE11,2,Nature Could Reach Half Protected
346,Arizona Mountains forests,5,Temperate Conifer Forests,Nearctic,NE05,4,Nature Imperiled
181,Arnhem Land tropical savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,AU07,2,Nature Could Reach Half Protected
37,Ascension scrub and grasslands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,Nature Imperiled
598,Atacama desert,13,Deserts & Xeric Shrublands,Neotropic,NO13,2,Nature Could Reach Half Protected
441,Atlantic Coast restingas,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,3,Nature Could Recover
839,Saharan Atlantic coastal desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,2,Nature Could Reach Half Protected
347,Atlantic coastal pine barrens,5,Temperate Conifer Forests,Nearctic,NE05,3,Nature Could Recover
5,Congolian coastal forests,1,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,AF01,2,Nature Could Reach Half Protected
664,European Atlantic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,Nature Could Recover
193,Australian Alps montane grasslands,10,Montane Grasslands & Shrublands,Australasia,AU10,1,Half Protected
812,Azerbaijan shrub desert and steppe,13,Deserts & Xeric Shrublands,Palearctic,PA13,4,Nature Imperiled
645,Azores temperate mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,Nature Imperiled
813,Badghyz and Karabil semi-desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,4,Nature Imperiled
612,Bahamian-Antillean mangroves,14,Mangroves,Neotropic,NO14,2,Nature Could Reach Half Protected
442,Bahia coastal forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,3,Nature Could Recover
443,Bahia interior forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,3,Nature Could Recover
426,Baja California desert,13,Deserts & Xeric Shrublands,Nearctic,NE13,1,Half Protected
521,Bajío dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,Nature Imperiled
646,Balkan mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,Nature Could Recover
522,Balsas dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,Nature Imperiled
647,Baltic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,Nature Could Recover
814,Baluchistan xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,PA13,4,Nature Imperiled
136,Banda Sea Islands moist deciduous forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,2,Nature Could Reach Half Protected
564,Belizian pine savannas,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,NO07,3,Nature Could Recover
565,Beni savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,NO07,1,Half Protected
779,Russian Bering tundra,11,Tundra,Palearctic,PA11,2,Nature Could Reach Half Protected
409,Beringia lowland tundra,11,Tundra,Nearctic,NE11,1,Half Protected
410,Beringia upland tundra,11,Tundra,Nearctic,NE11,2,Nature Could Reach Half Protected
325,Bermuda subtropical conifer forests,3,Tropical & Subtropical Coniferous Forests,Nearctic,NE03,4,Nature Imperiled
137,Biak-Numfoor rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,2,Nature Could Reach Half Protected
348,Blue Mountains forests,5,Temperate Conifer Forests,Nearctic,NE05,3,Nature Could Recover
742,Bohai Sea saline meadow,9,Flooded Grasslands & Savannas,Palearctic,PA09,3,Nature Could Recover
523,Bolivian montane dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,Nature Imperiled
444,Bolivian Yungas,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,Half Protected
219,Borneo lowland rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
221,Borneo peat swamp forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
222,Brahmaputra Valley semi-evergreen forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,4,Nature Imperiled
182,Brigalow tropical savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,AU07,2,Nature Could Reach Half Protected
349,British Columbia coastal conifer forests,5,Temperate Conifer Forests,Nearctic,NE05,2,Nature Could Reach Half Protected
411,Brooks-British Range tundra,11,Tundra,Nearctic,NE11,1,Half Protected
138,Buru rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,2,Nature Could Reach Half Protected
525,Caatinga,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,Nature Imperiled
445,Caatinga Enclaves moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,3,Nature Could Recover
691,Caledon conifer forests,5,Temperate Conifer Forests,Palearctic,PA05,4,Nature Imperiled
385,California Central Valley grasslands,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,Nature Imperiled
422,California coastal sage and chaparral,12,"Mediterranean Forests, Woodlands & Scrub",Nearctic,NE12,4,Nature Imperiled
423,California interior chaparral and woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Nearctic,NE12,3,Nature Could Recover
424,California montane chaparral and woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Nearctic,NE12,3,Nature Could Recover
2,Cameroon Highlands forests,1,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,AF01,4,Nature Imperiled
566,Campos Rupestres montane savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,NO07,1,Half Protected
386,Canadian Aspen forests and parklands,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,Nature Imperiled
413,Canadian Low Arctic tundra,11,Tundra,Nearctic,NE11,2,Nature Could Reach Half Protected
787,Canary Islands dry woodlands and forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,1,Half Protected
648,Cantabrian mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,Nature Could Recover
190,Canterbury-Otago tussock grasslands,8,"Temperate Grasslands, Savannas & Shrublands",Australasia,AU08,3,Nature Could Recover
31,Cape Verde Islands dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Afrotropic,AF02,4,Nature Imperiled
183,Cape York Peninsula tropical savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,AU07,2,Nature Could Reach Half Protected
446,Caqueta moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
223,Cardamom Mountains rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
599,Caribbean shrublands,13,Deserts & Xeric Shrublands,Neotropic,NO13,3,Nature Could Recover
207,Carnarvon xeric shrublands,13,Deserts & Xeric Shrublands,Australasia,AU13,2,Nature Could Reach Half Protected
618,Carolines tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,OC01,4,Nature Imperiled
692,Carpathian montane forests,5,Temperate Conifer Forests,Palearctic,PA05,2,Nature Could Reach Half Protected
184,Carpentaria tropical savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,AU07,2,Nature Could Reach Half Protected
649,Caspian Hyrcanian mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,Nature Could Recover
815,Caspian lowland desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,3,Nature Could Recover
447,Catatumbo moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
526,Cauca Valley dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,Nature Imperiled
448,Cauca Valley montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
650,Caucasus mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,Nature Could Recover
449,Cayos Miskitos-San Andrés and Providencia moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,Half Protected
651,Celtic broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,Nature Imperiled
816,Central Afghan Mountains xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,PA13,4,Nature Imperiled
111,Central African mangroves,14,Mangroves,Afrotropic,AF14,2,Nature Could Reach Half Protected
450,Central American Atlantic moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
527,Central American dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,3,Nature Could Recover
451,Central American montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,3,Nature Could Recover
553,Central American pine-oak forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,NO03,2,Nature Could Reach Half Protected
725,Central Anatolian steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,PA08,4,Nature Imperiled
652,Central Anatolian steppe and woodlands,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,Nature Imperiled
352,Central-Southern Cascades Forests,5,Temperate Conifer Forests,Nearctic,NE05,2,Nature Could Reach Half Protected
389,Central-Southern US mixed grasslands,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,Nature Imperiled
587,Central Andean dry puna,10,Montane Grasslands & Shrublands,Neotropic,NO10,2,Nature Could Reach Half Protected
588,Central Andean puna,10,Montane Grasslands & Shrublands,Neotropic,NO10,1,Half Protected
589,Central Andean wet puna,10,Montane Grasslands & Shrublands,Neotropic,NO10,3,Nature Could Recover
817,Central Asian northern desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,2,Nature Could Reach Half Protected
818,Central Asian riparian woodlands,13,Deserts & Xeric Shrublands,Palearctic,PA13,3,Nature Could Recover
819,Central Asian southern desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,4,Nature Imperiled
350,Central British Columbia Mountain forests,5,Temperate Conifer Forests,Nearctic,NE05,2,Nature Could Reach Half Protected
38,Central bushveld,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,3,Nature Could Recover
370,Central Canadian Shield forests,6,Boreal Forests/Taiga,Nearctic,NE06,2,Nature Could Reach Half Protected
653,Central China Loess Plateau mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,Nature Imperiled
3,Central Congolian lowland forests,1,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,AF01,2,Nature Could Reach Half Protected
290,Central Deccan Plateau dry deciduous forests,2,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,IN02,4,Nature Imperiled
654,Central European mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,Nature Could Recover
387,Central US forest-grasslands transition,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,Nature Imperiled
291,Central Indochina dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,IN02,4,Nature Imperiled
655,Central Korean deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,Nature Imperiled
427,Central Mexican matorral,13,Deserts & Xeric Shrublands,Nearctic,NE13,4,Nature Imperiled
351,Central Pacific Northwest coastal forests,5,Temperate Conifer Forests,Nearctic,NE05,2,Nature Could Reach Half Protected
820,Central Persian desert basins,13,Deserts & Xeric Shrublands,Palearctic,PA13,2,Nature Could Reach Half Protected
619,Central Polynesian tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,OC01,4,Nature Imperiled
139,Central Range Papuan montane rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,2,Nature Could Reach Half Protected
195,Papuan Central Range sub-alpine grasslands,10,Montane Grasslands & Shrublands,Australasia,AU10,2,Nature Could Reach Half Protected
208,Central Ranges xeric scrub,13,Deserts & Xeric Shrublands,Australasia,AU13,2,Nature Could Reach Half Protected
118,Central South Antarctic Peninsula tundra,11,Tundra,Antarctica,AN11,1,Half Protected
388,Central Tallgrass prairie,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,Nature Imperiled
750,Central Tibetan Plateau alpine steppe,10,Montane Grasslands & Shrublands,Palearctic,PA10,2,Nature Could Reach Half Protected
39,Central Zambezian wet miombo woodlands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,3,Nature Could Recover
567,Cerrado,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,NO07,3,Nature Could Recover
656,Changbai Mountains mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,Nature Could Recover
657,Changjiang Plain evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,Nature Imperiled
224,Chao Phraya freshwater swamp forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,4,Nature Imperiled
225,Chao Phraya lowland moist deciduous forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,4,Nature Imperiled
167,Chatham Island temperate forests,4,Temperate Broadleaf & Mixed Forests,Australasia,AU04,4,Nature Imperiled
771,Cherskii-Kolyma mountain tundra,11,Tundra,Palearctic,PA11,2,Nature Could Reach Half Protected
292,Chhota-Nagpur dry deciduous forests,2,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,IN02,4,Nature Imperiled
528,Chiapas Depression dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,Nature Imperiled
452,Chiapas montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
428,Chihuahuan desert,13,Deserts & Xeric Shrublands,Nearctic,NE13,2,Nature Could Reach Half Protected
596,Chilean Matorral,12,"Mediterranean Forests, Woodlands & Scrub",Neotropic,NO12,3,Nature Could Recover
453,Chimalapas montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
226,Chin Hills-Arakan Yoma montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
529,Chiquitano dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,2,Nature Could Reach Half Protected
454,Chocó-Darién moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
227,Christmas and Cocos Islands tropical forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
772,Chukchi Peninsula tundra,11,Tundra,Palearctic,PA11,2,Nature Could Reach Half Protected
568,Clipperton Island shrub and grasslands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,NO07,4,Nature Imperiled
455,Cocos Island moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,Half Protected
429,Colorado Plateau shrublands,13,Deserts & Xeric Shrublands,Nearctic,NE13,2,Nature Could Reach Half Protected
353,Colorado Rockies forests,5,Temperate Conifer Forests,Nearctic,NE05,3,Nature Could Recover
4,Comoros forests,1,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,AF01,3,Nature Could Recover
371,Cook Inlet taiga,6,Boreal Forests/Taiga,Nearctic,NE06,2,Nature Could Reach Half Protected
620,Cook Islands tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,OC01,3,Nature Could Recover
197,Coolgardie woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Australasia,AU12,2,Nature Could Reach Half Protected
372,Copper Plateau taiga,6,Boreal Forests/Taiga,Nearctic,NE06,2,Nature Could Reach Half Protected
590,Cordillera Central páramo,10,Montane Grasslands & Shrublands,Neotropic,NO10,3,Nature Could Recover
591,Cordillera de Merida páramo,10,Montane Grasslands & Shrublands,Neotropic,NO10,4,Nature Imperiled
456,Cordillera La Costa montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,Half Protected
457,Cordillera Oriental montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
788,Corsican montane broadleaf and mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,1,Half Protected
458,Costa Rican seasonal moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,3,Nature Could Recover
789,Crete Mediterranean forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,3,Nature Could Recover
658,Crimean Submediterranean forest complex,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,Nature Could Reach Half Protected
6,Cross-Niger transition forests,1,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,AF01,4,Nature Imperiled
7,Cross-Sanaga-Bioko coastal forests,1,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,AF01,2,Nature Could Reach Half Protected
390,Cross-Timbers savanna-woodland,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,Nature Imperiled
600,Cuban cactus scrub,13,Deserts & Xeric Shrublands,Neotropic,NO13,4,Nature Imperiled
530,Cuban dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,Nature Imperiled
459,Cuban moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
554,Cuban pine forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,NO03,3,Nature Could Recover
579,Cuban wetlands,9,Flooded Grasslands & Savannas,Neotropic,NO09,1,Half Protected
790,Cyprus Mediterranean forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,4,Nature Imperiled
693,Da Hinggan-Dzhagdy Mountains conifer forests,5,Temperate Conifer Forests,Palearctic,PA05,3,Nature Could Recover
659,Daba Mountains evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,Nature Could Reach Half Protected
726,Daurian forest steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,PA08,2,Nature Could Reach Half Protected
415,Davis Highlands tundra,11,Tundra,Nearctic,NE11,2,Nature Could Reach Half Protected
315,Deccan thorn scrub forests,13,Deserts & Xeric Shrublands,Indomalayan,IN13,4,Nature Imperiled
660,Dinaric Mountains mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,Nature Could Reach Half Protected
92,Djibouti xeric shrublands,13,Deserts & Xeric Shrublands,Afrotropic,AF13,3,Nature Could Recover
40,Drakensberg Escarpment savanna and thicket,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,Nature Imperiled
41,Drakensberg grasslands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,Nature Imperiled
0,Rock and Ice,11,N/A,N/A,N/A,0,N/A
569,Dry Chaco,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,NO07,2,Nature Could Reach Half Protected
694,East Afghan montane conifer forests,5,Temperate Conifer Forests,Palearctic,PA05,4,Nature Imperiled
69,East African halophytics,9,Flooded Grasslands & Savannas,Afrotropic,AF09,3,Nature Could Recover
112,East African mangroves,14,Mangroves,Afrotropic,AF14,3,Nature Could Recover
120,East Antarctic tundra,11,Tundra,Antarctica,AN11,1,Half Protected
821,East Arabian fog shrublands and sand desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,2,Nature Could Reach Half Protected
332,East Central Texas forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,Nature Imperiled
293,East Deccan dry-evergreen forests,2,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,IN02,4,Nature Imperiled
661,East European forest steppe,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,Nature Imperiled
