ECO_ID,ECO_NAME,BIOME_NUM,BIOME_NAME,REALM,ECO_BIOME_,NNH,NNH_NAME
435,Sonoran desert,13,Deserts & Xeric Shrublands,Nearctic,NE13,2,Nature Could Reach Half Protected
615,South American Pacific mangroves,14,Mangroves,Neotropic,NO14,2,Nature Could Reach Half Protected
130,South Antarctic Peninsula tundra,11,Tundra,Antarctica,AN11,1,Half Protected
802,South Apennine mixed montane forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,3,Nature Could Recover
367,South Central Rockies forests,5,Temperate Conifer Forests,Nearctic,NE05,3,Nature Could Recover
268,South China-Vietnam subtropical evergreen forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,4,Nature Imperiled
267,South China Sea Islands,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,3,Nature Could Recover
298,South Deccan Plateau dry deciduous forests,2,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,IN02,4,Nature Imperiled
841,South Iran Nubo-Sindian desert and semi-desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,3,Nature Could Recover
194,New Zealand South Island montane grasslands,10,Montane Grasslands & Shrublands,Australasia,AU10,3,Nature Could Recover
172,New Zealand South Island temperate forests,4,Temperate Broadleaf & Mixed Forests,Australasia,AU04,3,Nature Could Recover
131,South Orkney Islands tundra,11,Tundra,Antarctica,AN11,1,Half Protected
842,South Sahara desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,2,Nature Could Reach Half Protected
738,South Siberian forest steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,PA08,3,Nature Could Recover
269,South Taiwan monsoon rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
132,South Victoria Land tundra,11,Tundra,Antarctica,AN11,1,Half Protected
270,South Western Ghats moist deciduous forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,3,Nature Could Recover
271,South Western Ghats montane rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
176,Southeast Australia temperate forests,4,Temperate Broadleaf & Mixed Forests,Australasia,AU04,4,Nature Imperiled
192,Southeast Australia temperate savanna,8,"Temperate Grasslands, Savannas & Shrublands",Australasia,AU08,2,Nature Could Reach Half Protected
765,Southeast Tibet shrublands and meadows,10,Montane Grasslands & Shrublands,Palearctic,PA10,3,Nature Could Recover
400,Southeast US mixed woodlands and savannas,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,Nature Imperiled
399,Southeast US conifer savannas,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,Nature Imperiled
803,Southeast Iberian shrubs and woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,3,Nature Could Recover
299,Southeast Indochina dry evergreen forests,2,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,IN02,3,Nature Could Recover
153,Southeast Papuan rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,2,Nature Could Reach Half Protected
57,Southern Acacia-Commiphora bushlands and thickets,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,3,Nature Could Recover
116,Southern Africa mangroves,14,Mangroves,Afrotropic,AF14,3,Nature Could Recover
804,Southern Anatolian montane conifer and deciduous forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,4,Nature Imperiled
595,Southern Andean steppe,10,Montane Grasslands & Shrublands,Neotropic,NO10,2,Nature Could Reach Half Protected
504,Southern Andean Yungas,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
272,Southern Annamites montane rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
616,Southern Atlantic Brazilian mangroves,14,Mangroves,Neotropic,NO14,2,Nature Could Reach Half Protected
586,Southern Cone Mesopotamian savanna,9,Flooded Grasslands & Savannas,Neotropic,NO09,3,Nature Could Recover
58,Southern Congolian forest-savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,Nature Imperiled
342,Southern Great Lakes forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,Nature Imperiled
382,Southern Hudson Bay taiga,6,Boreal Forests/Taiga,Nearctic,NE06,2,Nature Could Reach Half Protected
133,Southern Indian Ocean Islands tundra,11,Tundra,Antarctica,AN11,1,Half Protected
681,Southern Korea evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,Nature Imperiled
617,Southern Mesoamerican Pacific mangroves,14,Mangroves,Neotropic,NO14,1,Half Protected
154,Southern New Guinea freshwater swamp forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,2,Nature Could Reach Half Protected
155,Southern New Guinea lowland rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,2,Nature Could Reach Half Protected
547,Southern Pacific dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,Nature Imperiled
87,Southern Rift Montane forest-grassland,10,Montane Grasslands & Shrublands,Afrotropic,AF10,4,Nature Imperiled
28,Southern Swahili coastal forests and woodlands,1,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,AF01,4,Nature Imperiled
300,Southern Vietnam lowland dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,IN02,3,Nature Could Recover
505,Southwest Amazon moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
108,Southwest Arabian Escarpment shrublands and woodlands,13,Deserts & Xeric Shrublands,Afrotropic,AF13,3,Nature Could Recover
109,Southwest Arabian highland xeric scrub,13,Deserts & Xeric Shrublands,Afrotropic,AF13,4,Nature Imperiled
205,Southwest Australia savanna,12,"Mediterranean Forests, Woodlands & Scrub",Australasia,AU12,3,Nature Could Recover
206,Southwest Australia woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Australasia,AU12,3,Nature Could Recover
273,Southwest Borneo freshwater swamp forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
805,Southwest Iberian Mediterranean sclerophyllous and mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,3,Nature Could Recover
301,Sri Lanka dry-zone dry evergreen forests,2,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,IN02,2,Nature Could Reach Half Protected
274,Sri Lanka lowland rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
275,Sri Lanka montane rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
609,St. Peter and St. Paul Rocks,13,Deserts & Xeric Shrublands,Neotropic,NO13,4,Nature Imperiled
110,Succulent Karoo xeric shrublands,13,Deserts & Xeric Shrublands,Afrotropic,AF13,2,Nature Could Reach Half Protected
74,Sudd flooded grasslands,9,Flooded Grasslands & Savannas,Afrotropic,AF09,3,Nature Could Recover
746,Suiphun-Khanka meadows and forest meadows,9,Flooded Grasslands & Savannas,Palearctic,PA09,3,Nature Could Recover
766,Sulaiman Range alpine meadows,10,Montane Grasslands & Shrublands,Palearctic,PA10,4,Nature Imperiled
157,Sulawesi montane rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,2,Nature Could Reach Half Protected
276,Sulu Archipelago rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
277,Sumatran freshwater swamp forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,3,Nature Could Recover
278,Sumatran lowland rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
279,Sumatran montane rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
280,Sumatran peat swamp forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,3,Nature Could Recover
305,Sumatran tropical pine forests,3,Tropical & Subtropical Coniferous Forests,Indomalayan,IN03,2,Nature Could Reach Half Protected
165,Sumba deciduous forests,2,Tropical & Subtropical Dry Broadleaf Forests,Australasia,AU02,3,Nature Could Recover
322,Sunda Shelf mangroves,14,Mangroves,Indomalayan,IN14,2,Nature Could Reach Half Protected
281,Sundaland heath forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,3,Nature Could Recover
282,Sundarbans freshwater swamp forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,4,Nature Imperiled
323,Sundarbans mangroves,14,Mangroves,Indomalayan,IN14,3,Nature Could Recover
739,Syrian xeric grasslands and shrublands,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,PA08,4,Nature Imperiled
682,Taiheiyo evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,Nature Could Reach Half Protected
683,Taiheiyo montane deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,Nature Could Reach Half Protected
781,Taimyr-Central Siberian tundra,11,Tundra,Palearctic,PA11,2,Nature Could Reach Half Protected
283,Taiwan subtropical evergreen forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
843,Taklimakan desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,3,Nature Could Recover
506,Talamancan montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,Half Protected
436,Tamaulipan matorral,13,Deserts & Xeric Shrublands,Nearctic,NE13,4,Nature Imperiled
437,Tamaulipan mezquital,13,Deserts & Xeric Shrublands,Nearctic,NE13,3,Nature Could Recover
507,Tapajós-Xingu moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,Half Protected
684,Tarim Basin deciduous forests and steppe,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,Nature Imperiled
177,Tasmanian Central Highland forests,4,Temperate Broadleaf & Mixed Forests,Australasia,AU04,2,Nature Could Reach Half Protected
178,Tasmanian temperate forests,4,Temperate Broadleaf & Mixed Forests,Australasia,AU04,3,Nature Could Recover
179,Tasmanian temperate rain forests,4,Temperate Broadleaf & Mixed Forests,Australasia,AU04,1,Half Protected
610,Tehuacán Valley matorral,13,Deserts & Xeric Shrublands,Neotropic,NO13,4,Nature Imperiled
284,Tenasserim-South Thailand semi-evergreen rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
311,Terai-Duar savanna and grasslands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Indomalayan,IN07,4,Nature Imperiled
401,Texas blackland prairies,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,Nature Imperiled
318,Thar desert,13,Deserts & Xeric Shrublands,Indomalayan,IN13,4,Nature Imperiled
740,Tian Shan foothill arid steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,PA08,3,Nature Could Recover
709,Tian Shan montane conifer forests,5,Temperate Conifer Forests,Palearctic,PA05,4,Nature Imperiled
767,Tian Shan montane steppe and meadows,10,Montane Grasslands & Shrublands,Palearctic,PA10,2,Nature Could Reach Half Protected
844,Tibesti-Jebel Uweinat montane xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,PA13,2,Nature Could Reach Half Protected
768,Tibetan Plateau alpine shrublands and meadows,10,Montane Grasslands & Shrublands,Palearctic,PA10,1,Half Protected
747,Tigris-Euphrates alluvial salt marsh,9,Flooded Grasslands & Savannas,Palearctic,PA09,4,Nature Imperiled
166,Timor and Wetar deciduous forests,2,Tropical & Subtropical Dry Broadleaf Forests,Australasia,AU02,3,Nature Could Recover
215,Tirari-Sturt stony desert,13,Deserts & Xeric Shrublands,Australasia,AU13,2,Nature Could Reach Half Protected
631,Tongan tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,OC01,4,Nature Imperiled
286,Tonle Sap-Mekong peat swamp forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,4,Nature Imperiled
285,Tonle Sap freshwater swamp forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,4,Nature Imperiled
421,Torngat Mountain tundra,11,Tundra,Nearctic,NE11,2,Nature Could Reach Half Protected
782,Trans-Baikal Bald Mountain tundra,11,Tundra,Palearctic,PA11,2,Nature Could Reach Half Protected
718,Trans-Baikal conifer forests,6,Boreal Forests/Taiga,Palearctic,PA06,2,Nature Could Reach Half Protected
559,Trans-Mexican Volcanic Belt pine-oak forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,NO03,3,Nature Could Recover
188,Trans Fly savanna and grasslands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,AU07,2,Nature Could Reach Half Protected
134,Transantarctic Mountains tundra,11,Tundra,Antarctica,AN11,1,Half Protected
510,Trinidad and Tobago moist forest,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
68,Tristan Da Cunha-Gough Islands shrub and grasslands,8,"Temperate Grasslands, Savannas & Shrublands",Afrotropic,AF08,4,Nature Imperiled
158,Trobriand Islands rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,2,Nature Could Reach Half Protected
632,Tuamotu tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,OC01,4,Nature Imperiled
633,Tubuai tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,OC01,4,Nature Imperiled
549,Tumbes-Piura dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,Nature Imperiled
806,Tyrrhenian-Adriatic sclerophyllous and mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,PA12,3,Nature Could Recover
511,Uatumã-Trombetas moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
512,Ucayali moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,Half Protected
287,Upper Gangetic Plains moist deciduous forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,4,Nature Imperiled
343,Upper Midwest US forest-savanna transition,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,3,Nature Could Recover
719,Urals montane forest and taiga,6,Boreal Forests/Taiga,Palearctic,PA06,3,Nature Could Recover
574,Uruguayan savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,NO07,3,Nature Could Recover
685,Ussuri broadleaf and mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,Nature Could Reach Half Protected
563,Valdivian temperate forests,4,Temperate Broadleaf & Mixed Forests,Neotropic,NO04,2,Nature Could Reach Half Protected
159,Vanuatu rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,2,Nature Could Reach Half Protected
513,Venezuelan Andes montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,Half Protected
550,Veracruz dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,Nature Imperiled
514,Veracruz moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,3,Nature Could Recover
515,Veracruz montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
189,Victoria Plains tropical savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,AU07,2,Nature Could Reach Half Protected
161,Vogelkop-Aru lowland rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,2,Nature Could Reach Half Protected
160,Vogelkop montane rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,1,Half Protected
368,Wasatch and Uinta montane forests,5,Temperate Conifer Forests,Nearctic,NE05,3,Nature Could Recover
383,Watson Highlands taiga,6,Boreal Forests/Taiga,Nearctic,NE06,2,Nature Could Reach Half Protected
845,West Sahara desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,2,Nature Could Reach Half Protected
846,West Saharan montane xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,PA13,2,Nature Could Reach Half Protected
720,West Siberian taiga,6,Boreal Forests/Taiga,Palearctic,PA06,2,Nature Could Reach Half Protected
62,West Sudanian savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,Nature Imperiled
216,Western Australian Mulga shrublands,13,Deserts & Xeric Shrublands,Australasia,AU13,2,Nature Could Reach Half Protected
29,Western Congolian swamp forests,1,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,AF01,2,Nature Could Reach Half Protected
516,Western Ecuador moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
686,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,Nature Could Recover
344,Western Great Lakes forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,Nature Could Reach Half Protected
30,Western Guinean lowland forests,1,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,AF01,4,Nature Imperiled
384,Western Gulf coastal grasslands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Nearctic,NE07,4,Nature Imperiled
769,Western Himalayan alpine shrub and meadows,10,Montane Grasslands & Shrublands,Palearctic,PA10,2,Nature Could Reach Half Protected
308,Western Himalayan broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Indomalayan,IN04,3,Nature Could Recover
310,Western Himalayan subalpine conifer forests,5,Temperate Conifer Forests,Indomalayan,IN05,4,Nature Imperiled
288,Western Java montane rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
289,Western Java rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,3,Nature Could Recover
634,Western Polynesian tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,OC01,3,Nature Could Recover
402,Western shortgrass prairie,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,2,Nature Could Reach Half Protected
687,Western Siberian hemiboreal forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,Nature Could Recover
180,Westland temperate forests,4,Temperate Broadleaf & Mixed Forests,Australasia,AU04,1,Half Protected
403,Willamette Valley oak savanna,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,Nature Imperiled
517,Windward Islands moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
783,Wrangel Island Arctic desert,11,Tundra,Palearctic,PA11,1,Half Protected
438,Wyoming Basin shrub steppe,13,Deserts & Xeric Shrublands,Nearctic,NE13,2,Nature Could Reach Half Protected
518,Xingu-Tocantins-Araguaia moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
784,Yamal-Gydan tundra,11,Tundra,Palearctic,PA11,2,Nature Could Reach Half Protected
638,Yap tropical dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Oceania,NO02,3,Nature Could Recover
162,Yapen rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,2,Nature Could Reach Half Protected
770,Yarlung Zanbo arid steppe,10,Montane Grasslands & Shrublands,Palearctic,PA10,3,Nature Could Recover
748,Yellow Sea saline meadow,9,Flooded Grasslands & Savannas,Palearctic,PA09,3,Nature Could Recover
551,Yucatán dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,2,Nature Could Reach Half Protected
519,Yucatán moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
643,Yunnan Plateau subtropical evergreen forests,1,Tropical & Subtropical Moist Broadleaf Forests,Palearctic,PA01,4,Nature Imperiled
688,Zagros Mountains forest steppe,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,Nature Imperiled
66,Zambezian-Limpopo mixed woodlands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,3,Nature Could Recover
64,Zambezian Baikiaea woodlands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,2,Nature Could Reach Half Protected
75,Zambezian coastal flooded savanna,9,Flooded Grasslands & Savannas,Afrotropic,AF09,3,Nature Could Recover
42,Dry miombo woodlands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,3,Nature Could Recover
33,Zambezian evergreen dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Afrotropic,AF02,4,Nature Imperiled
76,Zambezian flooded grasslands,9,Flooded Grasslands & Savannas,Afrotropic,AF09,1,Half Protected
65,Zambezian mopane woodlands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,2,Nature Could Reach Half Protected
524,Brazilian Atlantic dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,Nature Imperiled
380,Northern Cordillera forests,6,Boreal Forests/Taiga,Nearctic,NE06,2,Nature Could Reach Half Protected
60,St. Helena scrub and woodlands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,Nature Imperiled
61,Victoria Basin forest-savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,Nature Imperiled
63,Western Congolian forest-savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,Nature Imperiled
78,East African montane moorlands,10,Montane Grasslands & Shrublands,Afrotropic,AF10,1,Half Protected
365,Queen Charlotte Islands conifer forests,5,Temperate Conifer Forests,Nearctic,NE05,1,Half Protected
360,Northern Pacific Alaskan coastal forests,5,Temperate Conifer Forests,Nearctic,NE05,1,Half Protected
381,Northwest Territories taiga,6,Boreal Forests/Taiga,Nearctic,NE06,2,Nature Could Reach Half Protected
107,Southwest Arabian coastal xeric shrublands,13,Deserts & Xeric Shrublands,Afrotropic,AF13,4,Nature Imperiled
811,Arabian-Persian Gulf coastal plain desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,2,Nature Could Reach Half Protected
840,South Arabian plains and plateau desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,2,Nature Could Reach Half Protected
809,Arabian desert,13,Deserts & Xeric Shrublands,Palearctic,PA13,2,Nature Could Reach Half Protected
552,Bahamian pineyards,3,Tropical & Subtropical Coniferous Forests,Neotropic,NO03,3,Nature Could Recover
96,Ile Europa and Bassas da India xeric scrub,13,Deserts & Xeric Shrublands,Afrotropic,AF13,4,Nature Imperiled
773,Kamchatka tundra,11,Tundra,Palearctic,PA11,2,Nature Could Reach Half Protected
508,Tocantins/Pindare moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,Nature Could Reach Half Protected
417,Kalaallit Nunaat Arctic steppe,11,Tundra,Nearctic,NE11,2,Nature Could Reach Half Protected
358,North Cascades conifer forests,5,Temperate Conifer Forests,Nearctic,NE05,2,Nature Could Reach Half Protected
361,Northern Rockies conifer forests,5,Temperate Conifer Forests,Nearctic,NE05,2,Nature Could Reach Half Protected
509,Trindade-Martin Vaz Islands tropical forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,4,Nature Imperiled
59,Southwest Arabian montane woodlands and grasslands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,3,Nature Could Recover
56,"South Arabian fog woodlands, shrublands, and dune",7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,Nature Imperiled
548,Trinidad and Tobago dry forest,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,3,Nature Could Recover
537,Lesser Antillean dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,2,Nature Could Reach Half Protected
672,North Atlantic moist mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,Nature Could Recover
119,Dronning Maud Land tundra,11,Tundra,Antarctica,AN11,1,Half Protected
124,Marie Byrd Land tundra,11,Tundra,Antarctica,AN11,1,Half Protected
156,Sulawesi lowland rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,2,Nature Could Reach Half Protected
8,East African montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,AF01,3,Nature Could Recover
9,Eastern Arc forests,1,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,AF01,3,Nature Could Recover
220,Borneo montane rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,Nature Could Reach Half Protected
313,Kinabalu montane alpine meadows,10,Montane Grasslands & Shrublands,Indomalayan,IN10,3,Nature Could Recover
